I1,I2,I3,gx,gy,gz,ax,ay,az,V1real,V2real,V3real,N1,N2,N3,Tx,Ty,Tphi,Tz,Type
0.398290266666667,0.829059866666667,0.417093866666667,0.902,-0.103333333333333,0.566,-0.000358076,-0.010139976,-0.0024902346666666,149.4,-313.2,147.6,2556,-5199,2580,-3.828701338826337,-43.82884915096436,-3.152427533389641,1.032565962904246,1
0.475213533333333,0.894017066666667,0.4444442,0.774,0.172,-0.29533334,0.0119628946666667,0.0156250013333333,0.0059244806666666,145.8,-309.6,153.0,2373,-4934,2426,-9.360495716108025,-42.28595670940629,-1.905520374125989,-0.4885101532366994,1
0.7880344,0.0102564,0.7641028,0.695333333333333,0.212666666666667,0.95,-0.004720058,0.0058593693333333,0.0025227831333333,-253.8,0.0,261.0,-4274,11,4311,-860.5145688108544,0.1880352884781251,1.474657586940477,1.824120713012304,1
0.3846152,0.473504206666667,0.333333213333333,0.0306666666666667,-4.64333333333333,76.17,0.037239598,-0.06022136,0.0633951866666667,680.4,685.8,689.4,11285,11278,11327,-7.020245954252005,0.3143322404467114,552.0910631988122,191.7906098760103,1
0.639053769230769,0.0177514692307692,0.621301615384615,0.658461538461539,-0.192307692307692,0.836923076923077,0.0323016676923077,-0.0043381937692307,-0.0104229153846154,-261.692307692308,0.0,267.923076923077,-4637,0,4645,-1193.471097693545,0.2034777001754502,1.559995917288402,1.96443930325214,0
0.1762818875,0.24999975,0.3461535,1.308125,-0.0049999999999999,17.766875,-0.0111541593125,0.0080261225,-0.008178714375,175.5,163.6875,160.3125,2996,2857,2752,-3.576193790770405,15.04085262694052,206.9291924364623,69.00309864620066,0
0.562130230769231,0.0374753153846154,0.597632846153846,2.42153846153846,0.582307692307692,-0.152307692307692,-0.0017465484615384,-0.0065542383846153,-0.0021784936923076,-267.923076923077,-4.15384615384615,270.0,-3897,-25,3881,606.0362922050397,0.3829080945126069,-0.5551222910313529,-0.3816465750840381,0
0.343195307692308,0.0098619307692307,0.357001930769231,1.72846153846154,0.0138461538461539,-0.229230776923077,-0.0108736661538462,-0.00848861,-0.0200383223076923,-168.230769230769,4.15384615384615,176.538461538462,-3083,-16,3060,998.7264307154136,4.1349697491821534e-14,5.615976291220402,-0.9684959438329568,0
0.353276111111111,0.562678388888889,0.314814555555556,1.52944444444444,0.906666666666667,-0.0916666722222221,-0.0021701423888888,-0.0004069,0.00945367,159.0,-316.5,160.5,3806,-8010,3928,-1.560069561749115,-83.32183172926457,0.7799982097957753,-0.2234370007227167,0
0.292307666666667,0.516239266666667,0.494017066666667,-1.208,-1.168,1.76733333333333,0.02242838,0.0291503533333333,0.0081868513333333,-109.8,-325.8,482.4,-1648,-5325,7508,117.4352637812444,-166.4345596276753,11.497297259949,4.070424016576489,0
0.09743582,0.716239533333333,0.425640733333333,0.497333333333333,1.094,0.61266666,0.0003743546666666,0.0019205986666666,0.004752594,-140.4,-311.4,466.2,-2374,-5403,8171,73.92903325159934,-41.72423609610172,3.718170767783393,1.483072438546537,0
0.292307533333333,0.3846152,0.606837533333334,2.53066666666667,2.05466666666667,1.75733333333333,-0.013785814,-0.0133951780666667,-0.0058105493333333,-102.6,-340.2,455.4,-1729,-5448,7386,70.96263341847647,318.1091614432724,3.140765984424222,4.106676158205484,0
0.16346139375,0.2804484375,0.346153625,0.916875,0.0825,19.880625,-0.0064392,0.02894592,0.002380378625,165.375,160.3125,156.9375,3172,2980,2913,-1.847351679837949,-1.316332011597793,195.4772269829549,75.48969397218352,0
0.220512686666667,0.241025613333333,0.32649568,2.19333333333333,-5.57866666666667,87.4266666666667,0.0213379353333333,0.0020832733333333,0.038395124,747.0,759.6,765.0,12374,12418,12389,6.793431764722391,-4.43348798201492,922.4338685222618,332.8270203766328,0
0.2836535625,0.307692,0.2227562,-16.46125,0.52625,17.50375,-0.0099487381875,0.038452138125,-0.116546653,158.625,153.5625,167.0625,2765,2776,2925,-5.542269576822753,-6.81372458489329,188.3787039017598,64.50183369367035,0
0.346153571428571,0.280219578571429,0.239926585714286,0.890714285714286,-0.838571428571429,39.105,-0.0115269116428571,-0.035191165,0.003574915,341.357142857143,351.0,356.785714285714,5528,5624,5701,-5.809756492537581,-6.016444949529451,387.5385594954874,135.4203272869399,0
0.208791007142857,0.276556578571429,0.2948715,0.608571428571429,-1.43071428571429,41.3421428571429,-0.0234549435714286,-0.0297502842857143,-0.0017089878571428,341.357142857143,347.142857142857,352.928571428571,5874,5829,5842,5.376918909241269,1.379481181268838e-13,427.1311322237809,158.9629809798113,0
0.404761792857143,0.360805857142857,0.148351528571429,0.395,-0.604285714285714,36.7792857142857,-0.0017961214285714,-0.066179565,-0.0182407935714286,316.285714285714,306.642857142857,337.5,5524,5614,5918,-3.309450825115395,-9.614506204175568,336.2837121838404,120.7300355871969,0
0.20192288125,0.3846150125,0.38782044375,0.0543749999999998,-3.8775,81.94875,-0.0401306375,-0.054733275,0.0026855918749999,750.9375,725.625,745.875,14405,14135,14168,-1.089299453713924,-10.15412541640264,729.8934929260779,252.3152762103515,0
0.34615375,0.29487165,0.23878195,-1.690625,-5.820625,82.38125,-0.0037078425,0.0289916411875,-0.02816778125,745.875,742.5,749.25,13812,13828,13898,-1.257333655259314,-84.29421804103954,813.8572136597394,280.905708826908,0
0.497041384615385,0.0019723846153846,0.493096692307692,1.01307692307692,-0.0707692307692308,-0.173846153846154,0.0125450738461538,-0.0257474546153846,0.0016526476153846,-265.846153846154,0.0,278.307692307692,-4620,8,4623,-5520.256971432677,0.5054384553800622,4.019391392501101,-0.5256842909174089,0
0.27692294,0.331623813333333,0.252991413333333,2.872,-3.29466666,86.6046666666667,-0.029606128,0.0268715773333333,-0.0207681873333333,772.2,765.0,774.0,12826,12866,12911,-3.008801419142975,-4.860111539559767,858.4430188768313,301.5688745382068,0
0.609467615384615,0.0236686230769231,0.522682615384615,0.226153846153846,0.790769230769231,1.24230769230769,-0.0007136407692307,-0.0209960977692308,0.0006009529230769,-265.846153846154,2.07692307692308,272.076923076923,-4349,29,4435,-247.9386128846891,0.0765815808902995,2.300061665744658,3.224478810918162,0
0.218803206666667,0.305982673333333,0.3025638,0.154,0.499333333333333,1.22866666733333,0.033821606,-0.0037434933333333,0.0224283993333333,-115.2,-352.8,489.6,-2071,-6215,8553,288.817196622152,-476.8457185546231,8.354357418652453,4.455173822607295,0
0.456410133333333,0.0085470066666666,0.309401473333333,-0.158666666666667,0.178666672666667,0.172666666666667,-0.0025553246666666,0.0071614653333333,0.0158854264,-293.4,-3.6,300.6,-4763,-14,4870,-161.6250358500913,0.7693123511343921,1.487677049280754,0.6689381176453308,0
0.329914266666667,0.0102564,0.333333066666667,0.669333333333333,0.308,0.119333326666667,0.007438158,0.0004231733333333,0.015087878,-300.6,1.8,306.0,-4863,-1,4906,7093.63328265597,0.1120208425149761,3.420901211480078,0.5315462522968105,0
0.24358950625,0.3333331875,0.161858825,0.468125,-0.225625,0.50125000625,-0.009231569,0.0133514285625,0.00596618375,170.4375,-351.0,175.5,3234,-6589,3261,-2.47770223383712,-160.4712324306934,-2.192790940910604,2.03543791265997,0
0.19070494375,0.3301280625,0.246794625,0.058125,-0.139375,-0.068125,-0.020568843125,-0.0298156688125,-0.018630985,172.125,-352.6875,180.5625,3023,-6186,3024,6.016963740778864,-189.9969666589778,0.0,-0.2662413297228622,0
0.141025575,0.2291665,0.124999875,-0.0525,0.277499999375,0.531875,-0.0084228475,0.02685545,-0.01322936425,91.125,-178.875,87.75,1602,-3358,1617,8.424879557176325,-111.619823867922,0.0,3.222215816215412,0
0.165811813333333,0.252991206666667,0.2461536,0.248666666666667,-0.192,1.19533332666667,0.0110839786666667,0.031852204,0.0014485348,-118.8,-358.2,502.2,-1873,-5629,7704,309.1724185910884,-467.9303082519567,12.12705216596457,5.392808634003987,0
0.2854698,0.26666648,0.259828806666667,0.646666666666667,0.206666666666667,1.902,0.0188313806666667,0.0152506746666667,-0.0143066267333333,-113.4,-352.8,496.8,-1854,-5798,7973,-951.977505554554,3639.50922883503,12.05958726801522,7.027369786692682,0
0.218803273333333,0.24444434,0.30085454,3.08466666666667,-5.29,84.9106666666667,-0.0460123259333333,-0.08540027,0.015185558,770.4,761.4,783.0,12411,12432,12466,6.142371490106965,39.77624777396029,969.4163123604292,333.3729642952375,0
0.170940026666667,0.25982888,0.147008426666667,0.737333333333333,-1.25466666666667,21.9566666666667,-0.0114095106666667,0.0043782526666666,0.0057128906666666,180.0,172.8,171.0,2791,2784,2883,15.04396099319675,-1.070863889035218,290.103332235261,114.0052649767127,0
0.3111108,0.2615382,0.205128013333333,0.470666666666667,-1.28533333333333,18.6166666666667,-0.00779624,-0.008561186,0.0191569053333333,163.8,165.6,176.4,2736,2774,2860,-4.755566943797704,-52.67326578149263,208.0999732897912,71.80693646349135,0
0.270085206666667,0.2256408,0.0905982266666667,0.532666666666667,-0.820000000666667,21.1106666666667,-0.0211751385333333,-0.0052571726666666,0.013199862,163.8,171.0,187.2,2732,2798,2936,-5.214913262759926,-3.973721924090861,284.8921054721603,108.0147678625651,0
0.3145296,0.256410146666667,0.17264942,1.40533333333333,-2.47666666666667,38.8666666666667,0.02524414,0.0069661146666666,-0.0019531466666666,360.0,356.4,367.2,5785,5862,5911,-2.029906614873141,-22.46641154461441,466.3201356119717,156.8063855791919,0
0.32307674,0.213675013333333,0.191452806666667,1.23333333333333,-1.968,40.34,0.0223470753333333,-0.0192057106666667,-0.0076823667333333,358.2,360.0,358.2,6006,6097,6125,0.0,-1.65170724590213,473.0079978845592,166.1888816424812,0
0.188034,0.1914528,0.222222006666667,0.0253333333333334,-1.60533333333333,40.6913333333333,-0.0199219013333333,-0.01266277,-0.108186748,336.6,336.6,334.8,5516,5545,5459,-2.105895005368965,-2.632213269718406,536.070584665609,202.8778538953047,0
1.21116170588235,0.0,1.01357570588235,0.810588235294118,0.0823529411764706,0.813529411764706,0.0013355876470588,0.0019243947058823,-0.0024988587058823,-219.176470588235,0.0,231.882352941176,-4348,0,4608,-91.31472423612148,0.2284470095612188,1.827576076489756,1.097021577163784,0
1.11010617647059,0.0,1.08446558823529,0.641764705882353,-0.0376470588235294,0.760588229411765,-0.0030876652941176,0.0061609652941176,0.0039062465882352,-222.352941176471,0.0,231.882352941176,-4001,2,4125,-708.6670182929469,0.1736903552881629,1.389522842305303,1.039729757642183,0
0.155354429411765,0.0,0.113122117647059,0.703529411764706,0.0370588235294118,0.211764705882353,0.0129968645882353,0.0198328161176471,0.0110724965882353,-4.76470588235294,0.0,7.94117647058824,-279,0,343,-12.03476953337638,0.473253269835014,3.786026158680111,2.366266349175067,0
0.372780769230769,0.467455538461539,0.339250153846154,1.05923076923077,-0.340769230769231,16.91,0.0135592130769231,-0.0152494123076923,0.0090144336153846,155.769230769231,162.0,164.076923076923,3094,3004,3136,-9.91108737500397,0.7454951900028877,130.7267035939865,43.01013417604474,0
0.42948675,0.509615,0.4102562625,0.1325,-3.7125,76.580625,0.0115203875,-0.04873654875,0.0410310125,742.5,756.0,762.75,12971,12936,13062,-42.12441112687939,1.504312466871249,536.2538218436929,170.2597547074156,0
0.3863246,0.382905733333333,0.384615066666667,-0.148666666666667,-1.676,38.1446666666667,-0.0094563784666666,0.00403646,5.999999999154831e-09,342.0,358.2,351.0,5890,5902,5881,-210.7973589688601,-182.413470533177,291.5322324839208,99.17594027083638,0
0.439316,0.432478466666667,0.316239206666667,-0.233333333333333,-0.884,33.3766666666667,0.0037760446,0.0007487002,0.0091471328,343.8,351.0,365.4,5846,5943,5995,-7.02010619370435,-2.632571774601332,285.5669421787376,84.28191001803029,0
0.430768933333333,0.396581,0.3555552,0.294666666666667,-1.77866666666667,36.7033333333333,-0.0252604078,0.0055989046666666,0.0208007826666667,342.0,343.8,356.4,5590,5618,5639,-7.658352259984703,-63.20532953580693,281.9356724348614,93.08415158979372,0
0.422090384615385,0.333333076923077,0.357001615384615,9.82769230769231,1.62538461538462,15.7,0.00393442,-0.0087139361538461,0.0457106369230769,164.076923076923,174.461538461538,172.384615384615,2814,2947,2839,-5.105589479958427,-4.433573371191902,146.9716451850126,42.33981591895483,0
0.362918923076923,0.475345076923077,0.329388230769231,0.0123076923076923,-1.72846153846154,17.0746153846154,-0.0045447853846153,-0.0030799261538461,0.0161508423076923,166.153846153846,155.769230769231,162.0,2833,2703,2881,4.95553231835527,-2.572240051921033,132.6208118070679,43.86898187412805,0
0.342382823529412,0.812971529411765,0.915535941176471,0.662352941176471,0.63764705882353,-4.25117647058824,0.0073960358823529,-0.0119198090588235,0.0102682994117647,-108.0,-328.764705882353,454.235294117647,-2068,-6160,8464,39.23793330294767,-109.0985464076407,2.699602268824807,-6.158467675756639,0
1.22564133333333,1.507692,1.164103,0.721333333333334,-0.124,4.48466666666667,0.0066731745333333,-0.0103027348,-0.011686192,77.4,-234.0,86.4,1729,-5173,1808,-5.850176845926114,-40.39405192577136,-5.763784392453239,3.4520101146753,0
0.276017882352941,0.728506941176471,0.831071058823529,0.968823529411765,0.722941176470588,-3.21588235882353,0.0017951482352941,-0.0133128876470588,-0.0123793764705882,-111.176470588235,-333.529411764706,462.176470588235,-2067,-5892,8250,41.3186466689444,-116.375534509965,3.04564809285993,-5.255858003195048,0
0.377073829411765,0.929109647058824,1.03016611764706,-0.355294117647059,-0.0423529411764706,-4.01823529411765,0.0336626647647059,-0.0020967552941176,0.029383037,-108.0,-319.235294117647,446.294117647059,-1982,-5735,8079,33.94880984543316,-86.6355596919985,2.61040373134053,-5.159626125227708,0
0.601810176470588,1.069383,0.565611058823529,0.303529411764706,0.944117647058824,-2.36705882352941,0.0003734046470588,-0.0103831582352941,-0.0046961154117647,142.941176470588,-314.470588235294,149.294117647059,2827,-5910,2910,-7.020331520438788,-37.93418564132932,-3.181004605750678,-3.174693088675788,0
0.529411823529412,1.02413347058824,0.453996823529412,0.808235294117647,0.0900000000000001,-1.44941176470588,0.006218409117647,-0.0109863263529412,-0.0062471029411764,155.647058823529,-314.470588235294,169.941176470588,2841,-5824,2967,-7.581752142972658,-35.85574179093067,1.772138034433367,-2.165946486529764,0
0.692308,1.15686211764706,0.550528,1.16529411764706,0.698235294117647,-3.42176470588235,0.0013212323529411,-0.0103113667058824,-0.0015222964705882,141.352941176471,-306.529411764706,162.0,2670,-5662,2875,-5.82516887028922,-34.23006441784359,-0.4235821622785529,-4.277738607594729,0
0.911010764705883,0.0045248882352941,0.947209882352941,1.17058823529412,0.222941176470588,0.664117647058824,0.0117043911764706,0.0037195615882353,0.0057444993529411,-268.411764705882,0.0,268.411764705882,-4829,6,4786,593.1612477520555,0.0,0.0,1.069576973717437,0
0.4038460625,0.501602625,0.2676279375,-0.5625,-5.16875,74.3475,-0.0474242466875,-0.03778071,-0.07167065,750.9375,747.5625,761.0625,14067,13953,14157,-2.973210428138871,-2.034798061364947,616.3775967040602,190.1341522319937,0
0.4246793125,0.5144230625,0.38461525,-0.79875,-4.934375,74.785,-0.00245660625,0.0106507,0.01577752875,756.0,756.0,754.3125,13164,13084,13251,1.684874525350038,0.3074490638034288,547.8648487478241,169.4881803326136,0
0.4991452,0.0290598,0.352136466666667,-0.066666666,-0.334,1.70666666666667,0.0265299526666667,-0.0055664315333333,0.0120117112,-289.8,0.0,302.4,-4683,11,4811,-161.1351826330721,0.6354288926491618,4.580025379459405,5.815905243758003,0
0.85348,1.0183145,0.893773,-0.0535714285714285,-3.99142857142857,66.5057142857143,0.0091552357142857,-0.0801479343571429,-0.0114222312142857,698.142857142857,682.714285714286,690.428571428571,11153,10912,11255,-7.657860292565352,-3.199034760375794,239.6653524368402,72.14321343720687,0
0.924908714285714,1.10256328571429,0.8296705,-0.693571428571429,-3.57357142857143,66.3657142857143,-0.0041329571428571,0.0045689571428571,-0.0140729971428571,684.642857142857,678.857142857143,694.285714285714,11136,10896,11302,-4.050068594122267,-1.883435926159666,230.4717868135969,69.68393554235955,0
0.835165357142857,1.18498121428571,0.851648571428571,-0.5,-3.73928571428571,66.1757142857143,0.0026506613571428,-0.0203507907142857,0.0015520885714285,690.428571428571,676.928571428571,700.071428571429,11668,11211,11659,23.39797035673637,-2.145537496352277,230.3703498460177,69.1299085038161,0
0.844444533333333,1.06324786666667,0.781196466666667,0.263333333333333,-1.39333333333333,26.788,0.0133789106666667,0.0284016753333333,-0.0040690053333333,271.8,259.2,280.8,4905,4655,5038,-5.692029462047803,-2.731347241019788,96.61080210043392,29.88740491808047,0
0.883760533333333,1.073504,0.801709533333333,0.276,-1.61666666666667,28.3606666666667,0.006396486,-0.0048990866666666,-0.0117513,300.6,280.8,300.6,4784,4570,4885,0.0,-3.432026235933883,102.2987843610444,30.83824111042513,0
0.823931666666667,1.07521353333333,0.769230866666667,0.0946666666666667,-1.28533333333333,28.1766666666667,0.010465494,-0.0006510786666666,0.008219394,298.8,279.0,309.6,5234,4849,5302,-7.897757972791525,-3.617690939371057,106.4196626136528,31.67840771048878,0
0.3044872,0.403846525,0.3285259375,-0.37124999375,1.0325,4.07875,0.0040435801875,-0.015777594375,-0.015197761875,27.0,27.0,32.0625,544,426,542,8.4232963741425,-1.159283142241248,26.56089470287007,11.80122541060254,0
0.9198708125,1.10576925,1.0256415,-0.503125,0.73125,9.54875,0.0040893520625,-0.02670289625,-0.01579284125,109.6875,92.8125,106.3125,1851,1647,1759,-1.2763251570997,-4.567271039108189,32.38635990051157,9.38825908014602,0
0.956731,1.141026625,0.9967948125,-0.296875,0.408125,9.860625,0.002868652,-0.02044676125,-0.0156249883125,101.25,94.5,101.25,1949,1751,1884,0.0,-1.643713338676662,30.71200433131682,9.559329473153122,0
0.0874810882352941,0.0739064352941176,0.0512820117647059,1.01411764705882,0.125294117058824,0.526470588235294,0.0069077725882352,0.0013643170588235,0.0031881876470588,7.94117647058824,7.94117647058824,-4.76470588235294,176,133,-72,14.04067901290332,56.17864288264115,16.72828630130096,7.426496150627155,0
1.23982058823529,1.32277588235294,1.11312270588235,0.635882352941177,0.182941176470588,-0.618235294117647,0.01434684,0.0144043070588235,0.0119198052941176,-27.0,-262.058823529412,424.058823529412,-547,-4944,7933,-142.4064811610365,-125.9274433572748,11.75279249246213,-0.5045827168945138,0
1.16742047058824,1.30618470588235,1.15535511764706,0.964117647058824,0.380588235294118,-0.817647058823529,-0.002053650117647,0.0079848317058823,-0.0100815617058824,-28.5882352941177,-255.705882352941,416.117647058824,-591,-4740,7561,-1474.535336924749,-124.1670803673549,11.62412678026865,-0.6759344136786034,0
0.03760682,0.0598290066666667,0.02905982,0.845333333333333,0.072666666,0.552666666666667,0.0019693992,-0.00844726,-0.0157552026666667,-5.4,3.6,0.0,-61,88,-51,-25.27714768972377,9.511520514688996,-4.553408397465332,13.10685958853737,0
1.02905946666667,1.3452984,1.02735086666667,0.77,-0.172666666666667,3.85066666666667,-0.00128582,0.0111979145333333,-0.0172526293333333,70.2,-203.4,72.0,1249,-3618,1275,-42.18252503602791,-34.62720356843143,-5.757101581564534,3.395937370824834,0
0.504273466666667,0.0290598133333333,0.347008266666667,0.33,0.153333333333333,0.608,-0.0048665479333333,-0.0169433973333333,-0.0058756582666666,-291.6,0.0,298.8,-4704,-1,4853,-150.1683786321545,0.3631022060593909,2.617157121860807,2.07191605480648,0
0.2003204375,0.33493583125,0.2115383125,-0.0093749999999999,-3.509375,41.838125,0.034210133125,-0.01988228375,-0.035278250625,378.0,374.625,384.75,6889,6788,6867,24.06501393295822,-2.092942843814162,487.3609785811021,168.0701412957341,0
